STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
       3379;19910901;19910930;   10;  4.12;  16.56;   21.44;   11.98;    1.47;  26.9;  17.4;   7.1; 195.90;    9;    63.9;   18.3;eor
       3379;19911001;19911031;   10;  4.81;   8.40;   11.81;    5.38;    1.43;  20.3;  19.5;  -3.2; 121.80;    9;    23.6;    7.8;eor
       3379;19911101;19911130;   10;  6.30;   3.60;    6.91;    1.23;    1.73;  17.6;  17.5;  -2.0;  61.30;    9;    76.3;   29.7;eor
       3379;19911201;19911231;   10;  5.76;  -0.74;    2.70;   -3.38;    1.76;  11.4;  23.1; -13.5;  53.70;    9;    49.2;   10.5;eor
       3379;19920101;19920131;   10;  5.60;   0.74;    3.90;   -1.90;    1.55;  12.4;  17.5; -10.1;  75.10;    9;    10.8;    4.1;eor
       3379;19920201;19920229;   10;  4.79;   2.67;    6.91;   -0.77;    1.58;  14.2;  20.6;  -6.8;  92.30;    9;    59.9;   18.7;eor
       3379;19920301;19920331;   10;  5.36;   5.76;    9.88;    2.11;    1.95;  17.0;  29.8;  -1.5; 106.90;    9;   108.6;   25.2;eor
       3379;19920401;19920430;   10;  5.19;   8.78;   13.04;    4.38;    1.86;  26.7;  21.1;   0.8; 154.90;    9;    62.6;   15.3;eor
       3379;19920501;19920531;   10;  3.63;  16.32;   20.89;   10.92;    1.64;  26.5;  17.5;   6.1; 275.30;    9;    16.9;    8.8;eor
       3379;19920601;19920630;   10;  4.78;  18.00;   22.68;   13.26;    1.57;  29.5;  15.9;  10.1; 194.60;    9;   127.1;   33.1;eor
       3379;19920701;19920731;   10;  4.44;  20.39;   25.03;   15.82;    1.61;  33.6;  28.3;  12.4; 222.30;    9;    72.9;   16.3;eor
       3379;19920801;19920831;   10;  3.54;  22.46;   28.29;   16.88;    1.49;  34.8;  19.0;  12.3; 274.80;    9;    88.6;   20.1;eor
       3379;19920901;19920930;   10;  4.12;  15.30;   19.79;   11.34;    1.47;  26.0;  18.5;   5.3; 171.70;    9;    46.4;   20.9;eor
       3379;19921001;19921031;   10;  5.91;   8.07;   11.03;    5.51;    1.71;  17.3;  24.2;  -0.4;  54.30;    9;   111.6;   21.8;eor
       3379;19921101;19921130;   10;  6.03;   6.23;    9.56;    3.32;    1.89;  16.3;  22.6;  -0.6;  51.90;    9;   133.0;   15.8;eor
       3379;19921201;19921231;   10;  5.71;   0.71;    3.55;   -1.18;    1.32;  14.6;  17.0;  -9.2;  55.60;    9;    49.9;    9.8;eor
       3379;19930101;19930131;   10;  4.68;   3.75;    7.60;    0.24;    2.34;  18.9;  28.8; -12.5;  92.20;    9;    37.3;    7.4;eor
       3379;19930201;19930228;   10;  6.15;  -0.94;    2.08;   -3.45;    1.45;  12.0;  23.7; -11.6;  54.20;    9;    20.3;    6.2;eor
       3379;19930301;19930331;   10;  4.27;   4.03;    8.50;    0.34;    1.56;  19.8;  16.5;  -6.6; 150.90;    9;    31.6;    9.2;eor
       3379;19930401;19930430;   10;  5.01;  11.51;   16.16;    6.86;    1.60;  26.2;  15.9;  -0.2; 169.10;    9;    51.9;    9.3;eor
       3379;19930501;19930531;   10;  4.50;  16.50;   21.75;   11.32;    1.51;  30.9;  23.7;   7.7; 241.50;    9;    48.7;   13.5;eor
       3379;19930601;19930630;   10;  5.04;  17.33;   21.73;   12.80;    1.69;  28.8;  14.4;   9.4; 204.90;    9;   124.7;   35.6;eor
       3379;19930701;19930731;   10;  5.15;  17.53;   22.17;   13.43;    1.82;  30.2;  15.9;   8.7; 186.40;    9;   211.9;   36.9;eor
       3379;19930801;19930831;   10;  4.03;  18.05;   22.74;   13.59;    1.28;  30.8;  17.0;   6.4; 237.60;    9;   155.1;   23.6;eor
       3379;19930901;19930930;   10;  4.89;  14.00;   18.59;   10.20;    1.35;  29.7;  16.5;   4.8; 166.90;    9;    84.5;   18.6;eor
       3379;19931001;19931031;   10;  6.25;   8.79;   11.87;    6.37;    1.59;  23.0;  12.9;   1.5;  85.90;    9;    93.6;   31.7;eor
       3379;19931101;19931130;   10;  6.68;   0.82;    2.78;   -0.64;    1.24;  13.7;  23.1;  -7.3;  21.60;    9;    31.5;   13.9;eor
       3379;19931201;19931231;   10;  6.47;   4.25;    7.50;    1.28;    2.40;  16.9;  30.4;  -7.6;  46.80;    9;    55.2;    7.1;eor
       3379;19940101;19940131;   10;  6.15;   3.18;    6.50;    0.63;    1.91;  15.6;  31.9;  -6.4;  57.20;    9;    54.2;    9.7;eor
       3379;19940201;19940228;   10;  5.21;   1.90;    5.55;   -1.30;    1.54;  17.8;  14.4;  -9.6;  81.90;    9;    27.2;    7.7;eor
       3379;19940301;19940331;   10;  5.80;   8.94;   13.14;    5.45;    2.33;  19.1;  29.3;  -0.4; 119.10;    9;    83.5;   20.2;eor
       3379;19940401;19940430;   10;  5.79;   8.50;   12.39;    4.42;    1.67;  23.0;  20.1;  -0.4; 133.90;    9;   128.5;   46.4;eor
       3379;19940501;19940531;   10;  4.81;  14.18;   18.58;    9.74;    1.61;  25.2;  17.0;   4.6; 207.30;    9;    66.7;   10.8;eor
       3379;19940601;19940630;   10;  5.00;  18.17;   22.58;   13.25;    1.75;  32.0;  21.6;   6.6; 200.50;    9;    65.2;   14.2;eor
       3379;19940701;19940731;   10;  3.48;  22.55;   27.45;   17.25;    1.53;  34.0;  14.4;  13.8; 286.70;    9;   135.7;   33.2;eor
       3379;19940801;19940831;   10;  4.28;  20.59;   24.94;   16.10;    1.55;  32.8;  15.4;  10.5; 257.10;    9;    57.9;   16.7;eor
       3379;19940901;19940930;   10;  5.35;  14.96;   18.90;   11.52;    1.47;  26.0;  15.9;   4.4; 136.90;    9;    74.5;   12.4;eor
       3379;19941001;19941031;   10;  4.37;   8.95;   13.67;    5.14;    1.45;  20.6;  19.0;   0.5; 163.10;    9;    38.8;    9.6;eor
       3379;19941101;19941130;   10;  6.57;   8.52;   11.05;    6.53;    1.41;  22.3;  19.5;   2.0;  47.60;    9;    55.7;   23.1;eor
       3379;19941201;19941231;   10;  6.13;   3.70;    6.30;    1.27;    1.98;  14.2;  20.1;  -4.9;  59.90;    9;    71.3;   14.0;eor
       3379;19950101;19950131;   10;  5.44;   0.11;    3.15;   -3.02;    2.25;  13.6;  30.9; -11.5;  76.70;    9;    44.6;    8.6;eor
       3379;19950201;19950228;   10;  5.83;   5.65;    9.86;    2.15;    2.11;  17.2;  22.1;  -1.1;  70.80;    9;    46.5;    9.2;eor
       3379;19950301;19950331;   10;  5.22;   3.74;    7.96;    0.28;    2.35;  16.2;  26.8;  -3.7; 149.60;    9;    90.1;   31.8;eor
       3379;19950401;19950430;   10;  6.35;   9.87;   13.94;    6.16;    2.10;  24.8;  19.5;  -0.2; 114.80;    9;    50.1;    8.9;eor
       3379;19950501;19950531;   10;  5.11;  14.26;   18.27;    9.41;    1.63;  26.0;  16.5;   2.3; 208.00;    9;   106.3;   43.4;eor
       3379;19950601;19950630;   10;  5.78;  14.90;   18.39;   11.05;    1.48;  28.3;   9.8;   5.4; 132.40;    9;   203.4;   80.0;eor
       3379;19950701;19950731;   10;  3.84;  21.64;   26.62;   16.70;    1.49;  34.5;  21.6;  13.7; 274.50;    9;   134.1;   34.6;eor
       3379;19950801;19950831;   10;  4.89;  18.43;   22.41;   14.47;    1.53;  29.8;  10.8;   7.9; 196.00;    9;   156.8;   31.4;eor
       3379;19950901;19950930;   10;  5.47;  13.17;   17.14;    9.63;    1.56;  24.6;  20.6;   4.5; 134.10;    9;    49.9;   11.7;eor
       3379;19951001;19951031;   10;  5.22;  13.04;   16.93;    9.79;    1.08;  23.4;   8.7;   3.1; 139.00;    9;    29.2;   17.6;eor
       3379;19951101;19951130;   10;  6.47;   2.48;    5.40;    0.42;    1.58;  12.7;  16.5;  -6.4;  65.50;    9;    83.0;   36.0;eor
       3379;19951201;19951231;   10;  7.56;  -0.60;    1.16;   -2.30;    1.55;  13.2;  15.4;  -9.3;   7.80;    9;    93.2;   21.2;eor
       3379;19960101;19960131;   10;  7.09;  -2.41;   -0.46;   -3.99;    1.40;   7.5;   8.7;  -9.2;  30.80;    9;    15.8;    7.7;eor
       3379;19960201;19960229;   10;  5.32;  -0.98;    2.48;   -4.22;    1.65;  14.2;  17.5; -10.6;  88.40;-999;-999;    3.9;eor
       3379;19960301;19960331;   10;  5.27;   1.98;    5.78;   -1.20;    1.57;  17.3;  11.3;  -7.8; 119.50;-999;-999;   13.5;eor
       3379;19960401;19960430;   10;  5.37;   9.72;   14.11;    5.21;    1.44;  27.8;  12.3;  -1.4; 158.10;-999;-999;    6.1;eor
       3379;19960501;19960531;   10;  5.70;  13.39;   17.47;    8.95;    1.65;  28.8;  17.0;   4.1; 165.20;-999;-999;   27.1;eor
       3379;19960601;19960630;   10;  4.59;  18.24;   22.50;   13.58;    1.52;  31.0;  13.4;   8.3; 235.20;-999;-999;   14.3;eor
       3379;19960701;19960731;   10;  4.78;  17.79;   22.35;   13.21;    1.69;  30.6;  19.5;   8.7; 243.30;-999;-999;   36.1;eor
       3379;19960801;19960831;   10;  5.20;  17.66;   21.98;   13.64;    1.46;  30.1;  10.8;   9.9; 186.80;-999;-999;   44.0;eor
       3379;19960901;19960930;   10;  5.91;  11.34;   14.77;    8.29;    1.51;  24.9;  10.8;   3.7; 103.90;-999;-999;   21.7;eor
       3379;19961001;19961031;   10;  5.55;   9.85;   13.73;    6.53;    1.61;  23.0;  25.7;   0.5; 113.10;-999;-999;   13.5;eor
       3379;19961101;19961130;   10;  5.68;   4.87;    8.29;    2.40;    2.25;  20.6;  18.5;  -3.8;  89.90;-999;-999;   23.2;eor
       3379;19961201;19961231;   10;  6.36;  -2.14;    0.49;   -4.10;    1.70;  10.9;  14.9; -16.5;  59.80;-999;-999;   12.7;eor
       3379;19970101;19970131;   10;  6.26;  -2.07;    1.03;   -4.30;    1.47;  10.8;   9.8; -12.1;  53.10;    9;     1.6;    1.0;eor
       3379;19970201;19970228;   10;  5.26;   4.61;    9.26;    1.04;    2.51;  18.3;  26.2;  -5.9; 117.30;    9;    49.4;   16.3;eor
       3379;19970301;19970331;   10;  5.62;   7.23;   11.24;    3.80;    2.09;  20.9;  20.6;  -0.8;-999;    9;    63.6;   12.6;eor
       3379;19970401;19970430;   10;  4.81;   7.39;   11.77;    3.05;    2.26;  19.2;  21.6;  -1.8; 191.00;    9;    69.5;   15.4;eor
       3379;19970501;19970531;   10;  4.44;  15.02;   19.98;    9.39;    2.08;  29.0;  18.5;   1.4; 257.70;    9;    20.4;    9.3;eor
       3379;19970601;19970630;   10;  5.88;  16.95;   21.46;   12.62;    2.11;  28.6;  19.0;   4.9; 193.30;    9;   108.1;   17.8;eor
       3379;19970701;19970731;   10;  5.46;  17.39;   21.97;   13.06;    2.04;  26.6;  14.9;  10.3; 172.10;    9;   182.3;   53.7;eor
       3379;19970801;19970831;   10;  3.76;  19.84;   25.25;   14.63;    1.79;  28.9;  17.0;  10.2; 270.50;    9;    97.2;   23.9;eor
       3379;19970901;19970930;   10;  3.02;  15.49;   21.58;   10.22;    1.78;  27.8;  12.3;   4.5; 275.30;    9;    15.8;    6.2;eor
       3379;19971001;19971031;   10;  5.27;   8.30;   12.20;    5.29;    2.08;  24.2;  18.0;  -4.5; 124.20;    9;    65.1;   16.8;eor
       3379;19971101;19971130;   10;  5.51;   4.70;    8.40;    1.44;    1.74;  23.7;  15.9;  -4.1;  97.40;    9;    18.9;    5.3;eor
       3379;19971201;19971231;   10;  6.72;   2.53;    4.98;    0.08;    2.10;  13.9;  17.0;  -7.5;  44.30;    9;   100.3;   29.8;eor
       3379;19980101;19980131;   10;  5.59;   2.01;    5.20;   -0.60;    2.16;  13.1;  23.7;  -7.4;  87.30;    9;    33.8;    6.3;eor
       3379;19980201;19980228;   10;  3.92;   4.77;   10.15;    0.12;    1.90;  18.0;  19.0; -10.8; 168.10;-999;-999;    9.3;eor
       3379;19980301;19980331;   10;  5.40;   5.28;    9.37;    1.52;    2.59;  21.9;  27.3;  -4.1; 140.20;-999;-999;   10.4;eor
       3379;19980401;19980430;   10;  5.78;   9.88;   15.18;    5.80;    2.21;  23.5;  18.0;   0.0; 149.10;-999;-999;   15.4;eor
       3379;19980501;19980531;   10;  4.59;  15.10;   20.29;    9.66;    2.05;  28.5;  17.0;   5.9; 246.60;-999;-999;   14.8;eor
       3379;19980601;19980630;   10;  5.29;  18.16;   23.26;   13.43;    2.01;  32.6;  17.0;   6.0; 224.00;-999;-999;   27.5;eor
       3379;19980701;19980731;   10;  5.73;  18.59;   23.39;   14.49;    2.13;  34.4;  19.5;   7.8; 150.40;-999;-999;   16.5;eor
       3379;19980801;19980831;   10;  4.56;  19.16;   24.45;   14.13;    1.90;  34.8;  22.6;   8.7; 232.80;-999;-999;   20.2;eor
       3379;19980901;19980930;   10;  5.63;  13.89;   18.44;   10.10;    2.12;  27.9;  20.1;   4.7; 130.60;-999;-999;   25.1;eor
       3379;19981001;19981031;   10;  6.53;  10.34;   13.92;    7.51;    2.58;  22.1;  31.4;   0.9;  80.90;-999;-999;   35.0;eor
       3379;19981101;19981130;   10;  6.04;   1.90;    4.73;   -0.33;    2.15;  13.2;  28.3;  -9.3;  67.80;-999;-999;   16.3;eor
       3379;19981201;19981231;   10;  5.78;   1.48;    4.53;   -1.23;    2.27;  14.7;  21.0;  -9.6;  86.50;-999;-999;    8.7;eor
       3379;19990101;19990131;   10;  5.35;   2.04;    6.20;   -1.30;    2.31;  16.9;  22.0;  -9.5; 123.70;-999;-999;   13.4;eor
       3379;19990201;19990228;   10;  6.43;  -0.30;    2.25;   -3.01;    2.71;  15.2;  22.0; -12.6;  51.30;-999;-999;   20.0;eor
       3379;19990301;19990331;   10;  5.35;   6.41;   10.86;    2.42;    2.29;  20.9;  18.0;  -3.2; 152.60;-999;-999;   18.2;eor
       3379;19990401;19990430;   10;  5.41;   9.35;   14.22;    5.30;    2.17;  21.3;  18.0;   0.4; 158.50;-999;-999;   13.0;eor
       3379;19990501;19990531;   10;  5.16;  15.17;   19.73;   10.80;    2.18;  29.7;  15.0;   5.8; 198.50;-999;-999;   50.1;eor
       3379;19990601;19990630;   10;  5.27;  16.12;   21.08;   11.68;    2.01;  29.7;  22.0;   6.7; 203.70;-999;-999;   12.7;eor
       3379;19990701;19990731;   10;  4.47;  19.31;   24.29;   14.47;    2.16;  33.7;  15.0;   9.1; 241.30;-999;-999;   17.0;eor
       3379;19990801;19990831;   10;  5.41;  18.50;   23.54;   14.02;    1.90;  29.8;  13.0;   9.5; 179.30;-999;-999;   15.7;eor
       3379;19990901;19990930;   10;  4.46;  17.39;   23.02;   12.84;    1.91;  27.9;  14.0;   8.3; 197.40;-999;-999;   15.8;eor
       3379;19991001;19991031;   10;  4.73;   9.68;   14.59;    6.35;    2.11;  20.7;  17.0;  -1.9; 147.50;-999;-999;   16.1;eor
       3379;19991101;19991130;   10;  6.14;   2.63;    5.54;    0.24;    1.94;  20.8;  19.0;  -7.9;  71.70;-999;-999;   24.0;eor
       3379;19991201;19991231;   10;  6.16;   2.06;    5.12;   -0.61;    2.56;  11.9;  23.0; -12.2;  70.00;-999;-999;   29.1;eor
       3379;20000101;20000131;   10;  5.38;  -0.44;    2.35;   -3.34;    2.31;  10.5;  25.0; -16.4;  82.20;    9;    43.2;    9.2;eor
       3379;20000201;20000229;   10;  5.88;   4.67;    8.20;    1.63;    2.57;  19.6;  22.0;  -3.3;  91.10;    9;    65.0;    8.9;eor
       3379;20000301;20000331;   10;  5.93;   5.86;    9.63;    2.49;    2.87;  17.2;  21.0;  -2.7; 112.20;    9;   110.6;   25.5;eor
       3379;20000401;20000430;   10;  5.27;  11.28;   16.69;    6.01;    1.96;  27.5;  16.0;  -1.2; 187.70;    9;    38.1;   15.9;eor
       3379;20000501;20000531;   10;  4.80;  15.59;   21.11;   10.36;    2.05;  27.8;  18.0;   5.3; 237.40;    9;   217.3;   97.9;eor
       3379;20000601;20000630;   10;  3.97;  18.82;   24.36;   12.88;    2.11;  32.1;  15.0;   6.7; 296.20;    9;    64.5;   26.1;eor
       3379;20000701;20000731;   10;  5.40;  16.54;   21.34;   12.70;    2.45;  29.1;  19.0;   8.5; 182.20;    9;   142.0;   20.7;eor
       3379;20000801;20000831;   10;  3.91;  19.73;   25.30;   14.80;    1.89;  33.5;  17.0;  10.9; 250.00;    9;   172.9;   58.6;eor
       3379;20000901;20000930;   10;  5.03;  14.67;   19.63;   10.96;    2.04;  26.0;  18.0;   6.6; 164.20;    9;   151.0;   64.9;eor
       3379;20001001;20001031;   10;  6.59;  10.77;   14.26;    8.21;    1.88;  25.6;  14.0;   4.5;  62.70;    9;    97.7;   27.5;eor
       3379;20001101;20001130;   10;  5.72;   6.34;   10.79;    3.24;    2.00;  20.1;  17.0;  -2.4; 100.20;    9;    43.3;   10.8;eor
       3379;20001201;20001231;   10;  6.07;   3.19;    6.71;    0.75;    2.21;  16.5;  19.0;  -8.1;  77.10;    9;    45.5;   14.7;eor
       3379;20010101;20010131;   10;  5.41;   0.72;    4.08;   -2.13;    1.87;  10.7;  21.0; -10.3;  92.90;    9;    57.7;   22.8;eor
       3379;20010201;20010228;   10;  5.69;   3.39;    7.01;    0.34;    2.40;  18.3;  23.0;  -6.1;  87.40;    9;    52.1;   12.6;eor
       3379;20010301;20010331;   10;  6.50;   6.98;   10.95;    3.76;    2.43;  18.5;  20.0;  -1.6;  83.50;    9;   126.3;   21.1;eor
       3379;20010401;20010430;   10;  5.82;   7.74;   12.13;    3.84;    2.47;  26.3;  22.1;  -2.3; 142.70;    9;    63.1;   14.7;eor
       3379;20010501;20010531;   10;  4.57;  16.14;   21.57;   10.94;    2.29;  27.5;  21.8;   6.6; 265.20;    9;    99.6;   31.6;eor
       3379;20010601;20010630;   10;  5.03;  15.27;   20.05;   10.58;    2.30;  30.7;  20.1;   5.7; 230.40;    9;   144.6;   27.5;eor
       3379;20010701;20010731;   10;  3.92;  19.18;   24.85;   13.75;    2.13;  31.8;  23.4;  10.5; 272.20;    9;    41.4;   15.1;eor
       3379;20010801;20010831;   10;  4.18;  19.71;   25.23;   14.80;    2.03;  32.1;  19.7;   9.8; 253.90;    9;   136.2;   28.6;eor
       3379;20010901;20010930;   10;  6.42;  11.81;   15.43;    8.86;    2.40;  22.9;  19.9;   3.2;  76.00;    9;   123.6;   35.7;eor
       3379;20011001;20011031;   10;  4.38;  13.69;   19.14;    9.45;    1.93;  27.8;  17.8;   5.9; 182.60;    9;    42.1;   12.0;eor
       3379;20011101;20011130;   10;  5.89;   2.88;    5.61;    0.40;    2.37;  14.1;  22.8;  -4.8;  69.20;    9;    97.7;   15.4;eor
       3379;20011201;20011231;   10;  5.95;  -0.81;    1.98;   -3.84;    2.74;  10.6;  24.4; -15.5;  72.60;    9;    67.6;   12.9;eor
       3379;20020101;20020131;   10;  5.05;   0.62;    4.53;   -2.70;    2.42;  18.3;  24.8; -12.5; 106.00;    9;    10.0;    3.6;eor
       3379;20020201;20020228;   10;  5.75;   5.93;    9.87;    2.25;    3.18;  17.3;  25.3;  -3.7;  89.10;    9;    57.5;   14.5;eor
       3379;20020301;20020331;   10;  4.53;   6.86;   11.94;    2.11;    2.42;  20.1;  22.0;  -2.4; 202.40;    9;    78.7;   29.5;eor
       3379;20020401;20020430;   10;  4.84;   8.84;   13.68;    4.39;    2.37;  20.8;  21.5;  -1.8; 180.50;    9;    27.0;    7.7;eor
       3379;20020501;20020531;   10;  5.46;  14.36;   19.72;    9.30;    2.13;  27.8;  24.7;   5.5; 194.90;    9;   151.4;   81.8;eor
       3379;20020601;20020630;   10;  4.27;  19.67;   25.16;   14.52;    2.23;  33.9;  18.2;   9.0; 281.70;    9;    92.9;   27.5;eor
       3379;20020701;20020731;   10;  5.08;  18.69;   23.96;   14.05;    2.13;  31.6;  24.7;   9.3; 220.80;    9;   138.4;   35.3;eor
       3379;20020801;20020831;   10;  4.68;  18.65;   23.73;   14.26;    2.13;  29.0;  16.7;  12.0; 216.10;    9;   142.1;   45.1;eor
       3379;20020901;20020930;   10;  4.77;  12.77;   17.65;    8.50;    2.07;  27.8;  11.9;   0.6; 176.20;    9;   126.9;   35.9;eor
       3379;20021001;20021031;   10;  6.01;   9.87;   13.78;    6.11;    2.42;  22.3;  30.3;   2.3; 104.80;    9;    88.9;   18.2;eor
       3379;20021101;20021130;   10;  6.39;   6.79;   10.06;    4.20;    2.30;  15.7;  21.4;   0.5;  47.50;    9;   119.6;   26.9;eor
       3379;20021201;20021231;   10;  6.97;   2.28;    4.79;   -0.01;    2.23;  13.5;  23.6;  -8.0;  35.30;    9;    93.0;   20.4;eor
       3379;20030101;20030131;   10;  6.11;  -0.20;    2.73;   -2.91;    2.48;  13.9;  30.9; -13.1;  58.40;    9;    61.1;   12.1;eor
       3379;20030201;20030228;   10;  4.77;  -2.78;    1.31;   -6.31;    2.07;  12.7;  16.5; -12.2; 118.50;    9;    34.1;   12.9;eor
       3379;20030301;20030331;   10;  4.03;   6.79;   12.26;    1.66;    2.19;  20.6;  15.1;  -3.5; 198.20;    9;    22.2;    7.9;eor
       3379;20030401;20030430;   10;  4.76;   9.36;   14.94;    4.16;    2.40;  25.0;  21.3;  -4.8; 212.60;    9;    25.2;   11.7;eor
       3379;20030501;20030531;   10;  5.33;  15.82;   21.30;   10.73;    2.19;  31.8;  23.1;   2.8; 210.00;    9;    57.6;    8.9;eor
       3379;20030601;20030630;   10;  4.16;  22.09;   27.99;   16.42;    2.10;  34.8;  22.0;  11.0; 301.80;    9;    94.1;   39.9;eor
       3379;20030701;20030731;   10;  4.18;  20.14;   26.17;   14.72;    2.16;  34.1;  21.5;  11.3; 277.00;    9;   101.0;   25.4;eor
       3379;20030801;20030831;   10;  3.30;  23.32;   29.59;   17.37;    2.03;  37.0;  18.5;  10.6; 300.90;    9;    47.5;   11.4;eor
       3379;20030901;20030930;   10;  3.98;  14.69;   20.72;    9.36;    1.97;  28.7;  15.8;   4.4; 216.80;    9;    30.0;    9.1;eor
       3379;20031001;20031031;   10;  5.32;   6.73;   11.02;    2.95;    2.45;  22.6;  19.4;  -4.2; 118.40;    9;   110.5;   34.7;eor
       3379;20031101;20031130;   10;  5.84;   5.23;    9.10;    2.01;    2.00;  14.6;  14.9;  -1.9;  85.70;    9;    32.2;   19.4;eor
       3379;20031201;20031231;   10;  5.50;   1.08;    4.40;   -1.83;    2.32;  11.9;  20.7; -11.4;  72.70;    9;    41.4;    6.8;eor
       3379;20040101;20040131;   10;  6.64;   0.12;    2.64;   -2.34;    2.55;  11.9;  25.9; -11.5;  50.60;    9;   124.7;   19.8;eor
       3379;20040201;20040229;   10;  6.00;   2.56;    5.62;   -0.37;-999;  18.3;  27.0;  -6.7;  89.50;-999;-999;   13.4;eor
       3379;20040301;20040331;   10;  5.35;   4.28;    8.68;    0.06;    2.32;  22.8;  20.7;  -6.0; 173.90;-999;-999;   23.9;eor
       3379;20040401;20040430;   10;  5.07;  10.13;   15.33;    5.23;    2.23;  24.7;  16.5;  -0.9; 191.90;-999;-999;   22.0;eor
       3379;20040501;20040531;   10;  5.37;  11.98;   16.65;    7.17;    2.16;  25.3;  15.7;   2.1; 190.30;-999;-999;   14.2;eor
       3379;20040601;20040630;   10;  5.17;  16.57;   21.54;   11.81;    2.07;  30.3;  16.1;   7.7; 203.40;-999;-999;   15.4;eor
       3379;20040701;20040731;   10;  4.97;  18.25;   23.46;   13.72;    2.16;  29.8;  18.1;   9.9; 223.10;-999;-999;   26.2;eor
       3379;20040801;20040831;   10;  4.68;  19.55;   24.98;   14.75;    2.23;  31.5;  22.8;  11.0; 239.40;-999;-999;   13.6;eor
       3379;20040901;20040930;   10;  4.67;  15.13;   20.30;   10.37;    2.27;  28.3;  21.0;   6.3; 186.90;-999;-999;   21.4;eor
       3379;20041001;20041031;   10;  5.84;  11.47;   15.98;    7.71;    2.06;  28.2;  19.7;   1.9; 112.30;-999;-999;   19.2;eor
       3379;20041101;20041130;   10;  6.70;   4.07;    6.46;    1.76;    2.47;  13.9;  28.4;  -5.0;  50.80;-999;-999;    5.2;eor
       3379;20041201;20041231;   10;  6.35;   0.05;    2.70;   -2.38;    2.10;  10.2;  23.0; -10.4;  71.70;-999;-999;   11.3;eor
       3379;20050101;20050131;   10;  5.35;   0.98;    4.50;   -2.05;    2.68;  16.1;  25.8; -11.7;  99.80;-999;-999;    8.9;eor
       3379;20050201;20050228;   10;  6.06;  -1.95;    1.21;   -4.95;    2.39;  10.8;  29.9; -14.3;  77.00;-999;-999;   11.5;eor
       3379;20050301;20050331;   10;  5.68;   4.27;    8.36;    0.10;    2.32;  19.6;  21.7; -16.0; 159.70;-999;-999;   22.1;eor
       3379;20050401;20050430;   10;  5.23;  10.11;   14.51;    5.61;    2.23;  23.9;  14.5;   0.1; 185.70;-999;-999;   29.9;eor
       3379;20050501;20050531;   10;  4.95;  13.83;   19.24;    8.12;    2.23;  30.7;  18.4;   1.9; 241.40;-999;-999;   15.7;eor
       3379;20050601;20050630;   10;  4.71;  18.30;   23.38;   13.16;    2.10;  31.8;  21.2;   6.4; 250.30;-999;-999;   63.8;eor
       3379;20050701;20050731;   10;  5.03;  18.63;   23.88;   14.10;    2.16;  33.5;  25.1;   9.2; 208.40;-999;-999;   27.0;eor
       3379;20050801;20050831;   10;  5.45;  16.50;   21.03;   12.54;    2.10;  26.9;  13.3;   8.8; 177.80;-999;-999;   42.9;eor
       3379;20050901;20050930;   10;  4.63;  15.66;   20.78;   11.21;    1.97;  29.4;  14.6;   5.8; 193.10;-999;-999;   46.8;eor
       3379;20051001;20051031;   10;  4.31;  10.74;   16.49;    6.63;    1.87;  22.2;  11.9;   0.9; 181.60;-999;-999;   20.6;eor
       3379;20051101;20051130;   10;  6.17;   3.64;    6.97;    0.62;    1.93;  20.0;  14.9;  -6.5;  78.40;-999;-999;    9.2;eor
       3379;20051201;20051231;   10;  6.55;  -0.43;    1.81;   -2.60;    2.39;   8.9;  26.0;  -9.9;  47.60;-999;-999;    7.9;eor
       3379;20060101;20060131;   10;  4.94;  -3.24;    0.25;   -6.33;    1.90;   5.9;  16.5; -13.3; 116.30;-999;-999;   15.1;eor
       3379;20060201;20060228;   10;  5.76;  -0.41;    2.80;   -3.47;    2.32;  10.0;  17.8; -10.8;  81.80;-999;-999;   14.2;eor
       3379;20060301;20060331;   10;  5.76;   2.54;    6.24;   -0.93;    2.52;  21.1;  25.5;  -7.6; 104.20;-999;-999;   35.2;eor
       3379;20060401;20060430;   10;  5.68;   9.21;   13.55;    5.18;    2.33;  21.4;  19.1;  -2.0; 141.40;-999;-999;   19.0;eor
       3379;20060501;20060531;   10;  5.18;  13.84;   18.88;    8.98;    2.52;  28.7;  18.9;   3.7; 213.90;-999;-999;   15.9;eor
       3379;20060601;20060630;   10;  4.23;  18.17;   23.75;   12.46;    2.07;  32.0;  21.0;   3.7; 276.80;-999;-999;   22.7;eor
       3379;20060701;20060731;   10;  3.13;  22.81;   28.86;   16.93;    2.13;  34.8;  17.1;  12.9; 339.30;-999;-999;   17.5;eor
       3379;20060801;20060831;   10;  5.95;  15.57;   20.22;   12.04;    2.29;  28.3;  17.2;   8.3; 138.60;-999;-999;   35.0;eor
       3379;20060901;20060930;   10;  4.22;  17.15;   22.71;   12.31;    2.03;  29.6;  14.5;   7.7; 209.30;-999;-999;   12.4;eor
       3379;20061001;20061031;   10;  4.57;  12.65;   18.29;    8.21;    2.00;  24.6;  16.3;   0.3; 166.10;-999;-999;   28.5;eor
