STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
       3379;19760301;19760331;    1;  -999;   3.53;    7.59;   -1.02;-999;  18.4;  -999;  -7.8; 187.00;    1;    18.2;    5.6;eor
       3379;19760401;19760430;    1;  -999;   8.95;   13.77;    3.51;-999;  22.3;  -999;  -1.7; 219.20;    1;    67.1;   21.3;eor
       3379;19760501;19760531;    1;  -999;  14.08;   18.98;    8.43;-999;  27.2;  -999;  -0.2; 240.80;    1;   114.7;   16.8;eor
       3379;19760601;19760630;    1;  -999;  19.39;   22.98;   13.01;-999;  29.2;  -999;   6.3; 300.40;    1;    56.7;   23.6;eor
       3379;19760701;19760731;    1;  -999;  20.65;   25.08;   15.69;-999;  33.6;  -999;  10.6; 234.00;    1;   111.0;   23.0;eor
       3379;19760801;19760831;    1;  -999;  16.25;   20.55;   11.67;-999;  25.4;  -999;   7.9; 204.30;    1;   124.8;   29.8;eor
       3379;19760901;19760930;    1;  -999;  13.20;   17.63;    9.23;-999;  25.5;  -999;   4.6; 131.30;    1;    97.1;   20.2;eor
       3379;19761001;19761031;    1;  -999;  10.47;   14.12;    7.18;-999;  24.5;  -999;   2.0; 112.10;    1;    38.3;   16.2;eor
       3379;19761101;19761130;    1;  -999;   4.85;    7.23;    2.36;-999;  13.3;  -999;  -1.0;  53.40;    1;    53.4;   10.7;eor
       3379;19761201;19761231;    1;  -999;  -1.78;    1.16;   -4.53;-999;   8.6;  -999; -16.7;  61.10;    1;    32.8;    7.3;eor
       3379;19770101;19770131;    1;  -999;   0.74;    3.14;   -1.78;-999;  10.6;  -999; -10.2;  38.60;    1;    40.2;    4.7;eor
       3379;19770201;19770228;    1;  -999;   4.53;    8.32;    1.52;-999;  17.4;  -999;  -5.6;  82.40;    1;    71.7;   15.5;eor
       3379;19770301;19770331;    1;  -999;   8.17;   12.89;    3.56;-999;  20.4;  -999;  -4.2; 116.00;    1;    40.7;    8.7;eor
       3379;19770401;19770430;    1;  -999;   6.71;   10.79;    2.99;-999;  20.8;  -999;  -2.8; 125.60;    1;    99.3;   14.8;eor
       3379;19770501;19770531;    1;  -999;  13.14;   17.59;    8.26;-999;  26.2;  -999;   4.5; 184.20;    1;    22.0;    7.2;eor
       3379;19770601;19770630;    1;  -999;  16.91;   21.28;   11.82;-999;  30.8;  -999;   5.0; 213.10;    1;   163.7;   42.3;eor
       3379;19770701;19770731;    1;  -999;  18.59;   23.10;   13.48;-999;  28.6;  -999;   9.2; 241.70;    1;   141.8;   55.8;eor
       3379;19770801;19770831;    1;  -999;  16.95;   20.81;   12.89;-999;  27.0;  -999;   8.4; 155.50;    1;   150.9;   49.2;eor
       3379;19770901;19770930;    1;  -999;  13.23;   17.24;    9.59;-999;  26.0;  -999;   3.4; 152.70;    1;    60.3;   21.0;eor
       3379;19771001;19771031;    1;  -999;  10.86;   15.07;    7.29;-999;  26.1;  -999;   2.4; 127.10;    1;    43.4;   16.0;eor
       3379;19771101;19771130;    1;  -999;   5.11;    8.94;    2.88;-999;  19.5;  -999;  -6.2;  84.20;    1;    77.6;   21.7;eor
       3379;19771201;19771231;    1;  -999;   1.45;    4.10;   -1.13;-999;  14.5;  -999; -10.0;  53.80;    1;    77.6;   22.2;eor
       3379;19780101;19780131;    1;  -999;   0.35;    2.90;   -2.45;-999;   9.0;  -999; -11.0;  48.40;    1;    27.6;    8.4;eor
       3379;19780201;19780228;    1;  -999;  -1.00;    1.99;   -4.26;-999;  13.0;  -999; -10.0;  64.40;    1;    62.0;   20.2;eor
       3379;19780301;19780331;    1;  -999;   5.19;    8.93;    1.66;-999;  20.7;  -999;  -2.4; 131.70;    1;    71.9;   20.1;eor
       3379;19780401;19780430;    1;  -999;   8.46;   12.74;    3.55;-999;  19.6;  -999;  -1.6; 184.70;    1;    23.0;    8.2;eor
       3379;19780501;19780531;    1;  -999;  11.82;   15.75;    7.51;-999;  23.5;  -999;   1.5; 151.60;    1;   140.4;   53.1;eor
       3379;19780601;19780630;    1;  -999;  16.31;   20.87;   10.66;-999;  28.0;  -999;   5.0; 215.80;    1;    75.3;   21.7;eor
       3379;19780701;19780731;    1;  -999;  16.94;   21.30;   12.34;-999;  29.0;  -999;   8.2; 202.80;    1;   177.5;   39.4;eor
       3379;19780801;19780831;    1;  -999;  16.60;   21.18;   12.03;-999;  28.8;  -999;   6.7; 204.80;    1;   179.1;  101.6;eor
       3379;19780901;19780930;    1;  -999;  14.10;   18.24;   10.30;-999;  25.1;  -999;   6.0; 155.50;    1;    79.8;   22.2;eor
       3379;19781001;19781031;    1;  -999;   9.32;   12.67;    6.50;-999;  20.4;  -999;   3.4; 102.30;    1;    62.0;   14.6;eor
       3379;19781101;19781130;    1;  -999;   3.58;    7.27;    0.94;-999;  15.7;  -999;  -2.7;  97.10;    1;    14.7;    6.6;eor
       3379;19781201;19781231;    1;  -999;   1.85;    4.31;   -0.97;-999;  12.7;  -999; -10.4;  55.40;    1;    35.5;   17.3;eor
       3379;19790101;19790131;    1;  -999;  -3.39;   -0.35;   -6.35;-999;   9.5;  -999; -15.5;  65.10;    1;    61.2;   22.4;eor
       3379;19790201;19790228;    1;  -999;   1.57;    4.19;   -0.85;-999;  12.2;  -999;  -7.4;  49.00;    1;    54.7;   11.8;eor
       3379;19790301;19790331;    1;  -999;   6.04;   10.39;    2.64;-999;  20.0;  -999;  -3.0; 105.60;    1;   104.3;   21.3;eor
       3379;19790401;19790430;    1;  -999;   6.61;   10.53;    3.00;-999;  19.8;  -999;  -0.4; 116.90;    1;   111.3;   22.5;eor
       3379;19790501;19790531;    1;  -999;  14.29;   19.56;    8.04;-999;  31.2;  -999;   0.0; 261.80;    1;    50.1;   11.0;eor
       3379;19790601;19790630;    1;  -999;  17.64;   22.09;   13.09;-999;  29.4;  -999;   7.8; 180.80;    1;   277.2;   85.6;eor
       3379;19790701;19790731;    1;  -999;  17.30;   20.92;   13.43;-999;  29.4;  -999;   9.7; 168.20;    1;    65.7;    9.1;eor
       3379;19790801;19790831;    1;  -999;  16.71;   21.08;   12.49;-999;  30.2;  -999;   7.4; 199.40;    1;    91.3;   25.5;eor
       3379;19790901;19790930;    1;  -999;  14.81;   19.37;   10.29;-999;  27.2;  -999;   3.8; 203.00;    1;   146.1;   62.5;eor
       3379;19791001;19791031;    1;  -999;  10.26;   14.59;    6.52;-999;  21.4;  -999;   0.1; 139.20;    1;    17.8;    9.8;eor
       3379;19791101;19791130;    1;  -999;   4.28;    6.81;    1.90;-999;  15.0;  -999;  -2.6;  42.50;    1;   126.6;   43.4;eor
       3379;19791201;19791231;    1;  -999;   5.03;    8.30;    2.42;-999;  16.6;  -999;  -3.4;  61.40;    1;    34.3;    9.4;eor
       3379;19800101;19800131;    1;  -999;  -1.59;    0.39;   -3.87;-999;  10.9;  -999;  -9.8;  47.10;    1;    54.6;   13.8;eor
       3379;19800201;19800229;    1;  -999;   3.81;    7.53;    0.68;-999;  13.0;  -999;  -3.1; 115.10;    1;    62.9;   19.3;eor
       3379;19800301;19800331;    1;  -999;   4.95;    9.00;    1.88;-999;  17.8;  -999;  -2.2; 117.50;    1;    74.4;   16.5;eor
       3379;19800401;19800430;    1;  -999;   5.89;    9.12;    2.33;-999;  19.7;  -999;  -0.4; 125.90;    1;   156.3;   37.4;eor
       3379;19800501;19800531;    1;  -999;  11.48;   15.83;    7.08;-999;  22.9;  -999;   2.0; 198.90;    1;    66.4;   13.5;eor
       3379;19800601;19800630;    1;  -999;  15.72;   20.03;   11.84;-999;  34.7;  -999;   7.8; 166.90;    1;   136.3;   38.8;eor
       3379;19800701;19800731;    1;  -999;  16.05;   19.80;   12.24;-999;  27.3;  -999;   8.5; 151.70;    1;   142.5;   24.5;eor
       3379;19800801;19800831;    1;  -999;  19.04;   23.46;   14.67;-999;  33.9;  -999;   7.9; 222.10;    1;    78.6;   33.0;eor
       3379;19800901;19800930;    1;  -999;  15.37;   19.58;   11.36;-999;  28.1;  -999;   5.7; 170.70;    1;    91.1;   29.3;eor
       3379;19801001;19801031;    1;  -999;   9.01;   12.84;    5.90;-999;  20.6;  -999;   1.1;  89.40;    1;    98.3;   24.5;eor
       3379;19801101;19801130;    1;  -999;   3.34;    6.84;    0.80;-999;  16.4;  -999;  -3.7;  77.30;    1;    35.8;   11.2;eor
       3379;19801201;19801231;    1;  -999;   0.40;    3.40;   -3.04;-999;  12.0;  -999; -13.4;  71.80;    1;    36.3;    6.4;eor
       3379;19810101;19810131;    1;  -999;  -1.99;    0.88;   -4.92;-999;   7.0;  -999; -13.2;  81.00;    1;    66.3;    9.9;eor
       3379;19810201;19810228;    1;  -999;   0.08;    3.11;   -2.91;-999;   9.9;  -999;  -8.0; 107.40;    1;    22.5;    4.2;eor
       3379;19810301;19810331;    1;  -999;   8.43;   12.66;    4.81;-999;  21.2;  -999;  -1.8; 117.40;    1;    54.8;   14.8;eor
       3379;19810401;19810430;    1;  -999;  10.20;   15.05;    5.24;-999;  23.3;  -999;  -1.4; 209.70;    1;    26.3;    5.8;eor
       3379;19810501;19810531;    1;  -999;  13.19;   17.68;    8.76;-999;  26.0;  -999;   2.3; 176.30;    1;   124.3;   42.1;eor
       3379;19810601;19810630;    1;  -999;  17.33;   21.93;   12.66;-999;  30.6;  -999;   6.2; 200.50;    1;    66.8;   19.6;eor
       3379;19810701;19810731;    1;  -999;  17.59;   21.73;   13.35;-999;  28.0;  -999;   9.4; 177.90;    1;   197.3;   61.1;eor
       3379;19810801;19810831;    1;  -999;  18.37;   22.93;   13.98;-999;  31.2;  -999;   8.8; 227.90;    1;    96.7;   36.3;eor
       3379;19810901;19810930;    1;  -999;  15.18;   19.48;   11.39;-999;  28.7;  -999;   7.6; 145.80;    1;   158.3;   44.0;eor
       3379;19811001;19811031;    1;  -999;   9.74;   13.81;    6.12;-999;  26.4;  -999;  -0.6; 116.60;    1;   201.1;   37.0;eor
       3379;19811101;19811130;    1;  -999;   4.95;    8.27;    2.27;-999;  18.6;  -999;  -5.6;  77.80;    1;    58.7;   11.3;eor
       3379;19811201;19811231;    1;  -999;  -0.62;    2.23;   -3.36;-999;   8.9;  -999; -10.0;  36.40;    1;   110.9;   24.3;eor
       3379;19820101;19820131;    1;  -999;  -1.77;    1.62;   -4.96;-999;  12.9;  -999; -13.0;  70.70;    1;   118.1;   33.0;eor
       3379;19820201;19820228;    1;  -999;   0.27;    3.73;   -2.99;-999;  12.2;  -999;  -6.9; 115.40;    1;     8.4;    2.7;eor
       3379;19820301;19820331;    1;  -999;   5.34;    9.79;    1.49;-999;  18.4;  -999;  -2.1; 134.30;    1;    29.4;    5.7;eor
       3379;19820401;19820430;    1;  -999;   7.44;   11.88;    3.08;-999;  21.0;  -999;  -0.3; 179.10;    1;    29.4;   10.1;eor
       3379;19820501;19820531;    1;  -999;  14.25;   19.07;    8.73;-999;  27.0;  -999;   2.5; 238.80;    1;    52.8;   11.4;eor
       3379;19820601;19820630;    1;  -999;  18.16;   22.46;   13.64;-999;  29.7;  -999;   8.6; 201.10;    1;   126.6;   28.5;eor
       3379;19820701;19820731;    1;  -999;  20.72;   25.07;   15.89;-999;  31.8;  -999;  11.9; 240.50;    1;    94.3;   29.8;eor
       3379;19820801;19820831;    1;  -999;  17.98;   22.60;   13.99;-999;  30.8;  -999;   9.1; 182.90;    1;   180.9;   36.4;eor
       3379;19820901;19820930;    1;  -999;  17.27;   22.04;   12.79;-999;  28.7;  -999;   7.9; 187.10;    1;    32.6;   14.2;eor
       3379;19821001;19821031;    1;  -999;  10.01;   13.66;    7.28;-999;  19.0;  -999;   1.3;  87.10;    1;    32.8;    7.1;eor
       3379;19821101;19821130;    1;  -999;   6.24;   10.22;    2.95;-999;  17.5;  -999;  -1.6; 104.90;    1;    34.6;   11.8;eor
       3379;19821201;19821231;    1;  -999;   2.91;    5.66;    0.43;-999;  13.9;  -999;  -5.2;  33.60;    1;   103.5;   15.6;eor
       3379;19830101;19830131;    1;  -999;   4.36;    7.57;    1.35;-999;  14.0;  -999;  -5.4;  82.10;    1;    68.8;   16.3;eor
       3379;19830201;19830228;    1;  -999;  -1.47;    1.64;   -4.42;-999;  14.0;  -999; -10.7; 104.60;    1;    47.3;   11.9;eor
       3379;19830301;19830331;    1;  -999;   5.69;    9.76;    1.95;-999;  15.9;  -999;  -2.3; 109.90;    1;    60.8;   18.1;eor
       3379;19830401;19830430;    1;  -999;  10.08;   14.50;    6.05;-999;  23.5;  -999;   0.6; 125.50;    1;    86.9;   15.0;eor
       3379;19830501;19830531;    1;  -999;  12.81;   17.48;    8.17;-999;  27.9;  -999;   5.0; 177.90;    1;   115.5;   20.7;eor
       3379;19830601;19830630;    1;  -999;  17.36;   22.08;   12.77;-999;  29.4;  -999;   5.9; 186.30;    1;   145.6;   35.7;eor
       3379;19830701;19830731;    1;  -999;  23.35;   28.53;   17.25;-999;  37.5;  -999;  12.0; 304.50;    1;    44.3;   21.7;eor
       3379;19830801;19830831;    1;  -999;  18.99;   23.45;   14.64;-999;  33.0;  -999;  10.6; 214.70;    1;   186.4;   59.8;eor
       3379;19830901;19830930;    1;  -999;  15.12;   20.25;   10.67;-999;  30.5;  -999;   6.5; 182.30;    1;    94.0;   22.6;eor
       3379;19831001;19831031;    1;  -999;  10.17;   14.61;    6.71;-999;  25.0;  -999;  -0.6; 140.10;    1;    39.9;   10.9;eor
       3379;19831101;19831130;    1;  -999;   3.08;    6.58;    0.27;-999;  15.3;  -999;  -8.1; 108.10;    1;    29.5;    8.3;eor
       3379;19831201;19831231;    1;  -999;   0.90;    4.39;   -2.51;-999;  15.8;  -999; -11.0;  85.70;    1;    58.1;   22.0;eor
       3379;19840101;19840131;    1;  -999;   1.69;    4.80;   -1.05;-999;  12.5;  -999;  -7.5;  74.40;    1;    45.4;    8.4;eor
       3379;19840201;19840229;    1;  -999;  -0.59;    2.03;   -3.27;-999;   9.9;  -999; -11.6;  93.30;    1;    38.0;    6.6;eor
       3379;19840301;19840331;    1;  -999;   3.05;    7.03;   -0.73;-999;  18.1;  -999;  -6.3; 148.50;    1;    23.4;    7.0;eor
       3379;19840401;19840430;    1;  -999;   7.80;   12.19;    3.03;-999;  21.6;  -999;  -0.9; 171.60;    1;    46.4;   16.4;eor
       3379;19840501;19840531;    1;  -999;  11.58;   15.94;    7.31;-999;  23.6;  -999;   1.0; 145.40;    1;    92.0;   17.4;eor
       3379;19840601;19840630;    1;  -999;  15.60;   20.04;   10.77;-999;  28.0;  -999;   7.6; 201.50;    1;   111.2;   17.0;eor
       3379;19840701;19840731;    1;  -999;  17.87;   22.41;   13.16;-999;  37.1;  -999;   7.9; 221.20;    1;   107.1;   39.8;eor
       3379;19840801;19840831;    1;  -999;  17.85;   22.06;   13.69;-999;  28.8;  -999;  10.4; 192.90;    1;   106.6;   28.9;eor
       3379;19840901;19840930;    1;  -999;  13.34;   17.20;   10.01;-999;  26.6;  -999;   6.3; 128.80;    1;    26.9;   12.4;eor
       3379;19841001;19841031;    1;  -999;  10.99;   15.46;    7.53;-999;  21.4;  -999;   1.2; 151.30;    1;    28.3;   11.9;eor
       3379;19841101;19841130;    1;  -999;   5.03;    8.46;    2.45;-999;  17.4;  -999;  -2.6;  71.80;    1;    51.4;   14.8;eor
       3379;19841201;19841231;    1;  -999;   1.10;    3.76;   -1.01;-999;  10.2;  -999;  -8.5;  53.40;    1;    51.7;   18.4;eor
       3379;19850101;19850131;   10;  5.83;  -5.38;   -2.56;   -8.78;    1.49;   8.8;  18.0; -21.0;  59.30;   10;    82.6;   22.6;eor
       3379;19850201;19850228;   10;  4.85;  -1.78;    2.41;   -5.66;    1.70;  10.8;  20.0; -15.2; 113.40;   10;    85.8;   25.5;eor
       3379;19850301;19850331;   10;  6.33;   3.22;    6.81;    0.20;    1.63;  17.2;  20.7;  -5.2;  88.20;   10;    59.0;   23.0;eor
       3379;19850401;19850430;   10;  4.63;   8.77;   13.45;    4.02;    2.06;  23.7;  22.0;  -0.8; 177.90;   10;    68.9;    9.4;eor
       3379;19850501;19850531;   10;  5.00;  14.46;   19.10;    9.65;    1.72;  27.9;  17.8;  -0.2; 191.20;   10;   173.8;   28.6;eor
       3379;19850601;19850630;   10;  5.30;  14.92;   19.25;   10.60;    1.92;  27.5;  19.0;   6.4; 188.30;   10;   103.0;   19.6;eor
       3379;19850701;19850731;   10;  3.98;  20.10;   24.96;   14.99;    1.45;  32.4;  14.9;  11.1; 273.40;   10;    65.3;   16.9;eor
       3379;19850801;19850831;   10;  3.73;  18.35;   23.72;   13.21;    1.42;  32.0;  18.0;   7.6; 234.40;   10;   166.8;   45.8;eor
       3379;19850901;19850930;   10;  2.91;  15.89;   21.01;   11.30;    1.28;  27.1;  20.0;   4.4; 220.40;   10;    50.3;   16.8;eor
       3379;19851001;19851031;   10;  4.21;   9.23;   13.32;    5.69;    0.92;  26.2;  14.0;  -1.2; 151.70;   10;    19.1;    8.3;eor
       3379;19851101;19851130;   10;  6.49;   1.08;    3.75;   -1.55;    1.59;  18.0;  21.5;  -7.4;  49.00;   10;   102.5;   17.6;eor
       3379;19851201;19851231;   10;  5.99;   4.13;    7.66;    1.41;    1.49;  16.6;  20.1;  -6.5;  69.60;   10;    41.4;    8.6;eor
       3379;19860101;19860131;   10;  6.21;   0.68;    3.54;   -2.14;    2.33;  11.0;  31.0;  -8.9;  57.30;   10;    93.5;   23.7;eor
       3379;19860201;19860228;   10;  4.92;  -5.43;   -2.90;   -7.84;    1.37;   9.0;  12.0; -14.0;  80.70;   10;    19.7;    9.9;eor
       3379;19860301;19860331;   10;  5.57;   4.07;    7.75;    0.71;    1.62;  18.6;  28.0;  -7.7; 108.40;   10;    55.6;   10.7;eor
       3379;19860401;19860430;   10;  6.22;   8.08;   12.60;    4.40;    1.81;  22.2;  16.0;  -3.4; 127.90;   10;    98.1;   15.2;eor
       3379;19860501;19860531;   10;  5.33;  15.89;   20.73;   11.43;    1.45;  27.6;  18.5;   5.4; 173.90;   10;   115.0;   22.5;eor
       3379;19860601;19860630;   10;  4.27;  16.69;   21.00;   11.84;    1.43;  28.6;  23.7;   3.9; 221.30;   10;   111.7;   23.2;eor
       3379;19860701;19860731;   10;  4.35;  18.10;   22.75;   13.05;    1.39;  30.2;  20.1;   9.2; 228.70;   10;   116.3;   25.2;eor
       3379;19860801;19860831;   10;  4.94;  18.59;   23.51;   14.28;    1.48;  31.6;  17.0;   8.0; 205.40;   10;    85.5;   14.1;eor
       3379;19860901;19860930;   10;  4.26;  14.30;   18.97;    9.70;    1.17;  27.4;  17.0;   5.0; 182.50;   10;    24.4;    8.9;eor
       3379;19861001;19861031;   10;  4.36;  10.46;   15.18;    6.49;    1.24;  23.6;  31.4;   0.0; 135.60;   10;    68.4;   15.0;eor
       3379;19861101;19861130;   10;  4.45;   5.63;   10.54;    2.28;    1.23;  18.5;  15.5;  -4.0; 140.70;   10;    30.6;    6.3;eor
       3379;19861201;19861231;   10;  5.60;   1.85;    5.08;   -0.71;    2.06;  14.0;  22.7;  -7.0;  79.80;   10;    37.2;   11.3;eor
       3379;19870101;19870131;   10;  6.42;  -4.49;   -1.99;   -6.73;    1.76;  10.6;  28.8; -22.2;  47.00;   10;    54.3;   12.8;eor
       3379;19870201;19870228;   10;  6.25;   0.84;    3.42;   -1.98;    1.38;  12.1;  19.1; -14.0;  59.00;   10;    73.3;   11.9;eor
       3379;19870301;19870331;   10;  4.48;   0.62;    4.60;   -2.93;    1.90;  16.2;  18.0; -12.5; 143.10;   10;    65.4;   21.1;eor
       3379;19870401;19870430;   10;  4.95;  10.25;   14.92;    5.30;    1.44;  22.8;  16.5;  -1.8; 165.70;   10;    51.6;   13.1;eor
       3379;19870501;19870531;   10;  5.99;  10.53;   14.74;    6.40;    1.61;  24.4;  22.1;   1.3; 128.90;   10;   168.4;   59.6;eor
       3379;19870601;19870630;   10;  5.58;  15.15;   19.30;   10.97;    1.70;  31.1;  22.7;   6.5; 142.60;   10;   129.5;   15.1;eor
       3379;19870701;19870731;   10;  4.82;  18.98;   23.58;   14.78;    1.64;  29.8;  18.5;  10.0; 201.90;   10;   134.5;   26.0;eor
       3379;19870801;19870831;   10;  4.84;  17.18;   21.90;   13.31;    1.55;  29.5;  17.5;   7.2; 171.80;   10;    75.8;   19.6;eor
       3379;19870901;19870930;   10;  4.22;  17.79;   22.37;   13.66;    1.46;  30.2;  18.0;   4.0; 187.10;   10;   149.0;   37.8;eor
       3379;19871001;19871031;   10;  5.52;  10.49;   14.38;    7.16;    1.49;  24.6;  18.0;   3.2; 104.00;   10;    20.9;   11.5;eor
       3379;19871101;19871130;   10;  5.91;   4.72;    7.68;    2.36;    1.42;  12.5;  22.1;  -1.0;  60.50;   10;    55.5;    7.1;eor
       3379;19871201;19871231;   10;  6.29;   2.35;    4.91;   -0.22;    1.38;  13.5;  15.5; -11.0;  39.60;   10;    60.6;   20.3;eor
       3379;19880101;19880131;   10;  5.53;   3.46;    7.28;    0.71;    1.70;  14.6;  23.7;  -5.2;  80.40;   10;    39.9;    9.1;eor
       3379;19880201;19880229;   10;  5.70;   1.84;    5.09;   -0.76;    2.33;  14.0;  25.8;  -3.7;  84.30;   10;    66.9;   10.1;eor
       3379;19880301;19880331;   10;  6.57;   3.17;    6.32;    0.19;    2.53;  15.6;  21.6;  -8.5;  73.60;   10;   118.1;   22.7;eor
       3379;19880401;19880430;   10;  4.52;   9.91;   14.53;    4.87;    1.75;  21.4;  14.9;  -0.3; 184.70;   10;    63.7;   17.6;eor
       3379;19880501;19880531;   10;  4.68;  15.25;   20.00;   10.25;    1.63;  25.6;  16.5;   5.8; 201.10;   10;    75.1;   12.1;eor
       3379;19880601;19880630;   10;  5.03;  16.40;   20.69;   11.78;    1.38;  26.8;  12.4;   6.8; 192.30;   10;   120.4;   45.4;eor
       3379;19880701;19880731;   10;  4.21;  19.39;   24.40;   13.86;    1.61;  34.0;  38.6;  11.0; 250.00;   10;   112.3;   27.0;eor
       3379;19880801;19880831;   10;  4.27;  18.79;   23.87;   13.82;    1.53;  31.1;  17.5;   8.4; 209.60;   10;   112.7;   36.4;eor
       3379;19880901;19880930;   10;  5.27;  14.45;   18.64;   10.59;    1.57;  27.2;  14.4;   7.5; 127.80;   10;    54.0;   10.9;eor
       3379;19881001;19881031;   10;  5.90;  11.09;   14.65;    8.46;    1.41;  22.4;  17.5;   0.1;  86.30;   10;    48.6;    9.9;eor
       3379;19881101;19881130;   10;  5.76;   2.79;    5.81;    0.09;    1.50;  14.4;  21.6; -11.0;  67.90;   10;    61.4;   14.8;eor
       3379;19881201;19881231;   10;  7.05;   2.43;    4.72;    0.26;    2.15;  10.1;  29.4;  -8.8;  29.90;   10;   120.4;   34.4;eor
       3379;19890101;19890131;   10;  5.20;   1.69;    5.15;   -0.83;    1.33;  11.5;  14.4;  -4.5;  98.20;   10;    19.3;    7.8;eor
       3379;19890201;19890228;   10;  5.36;   3.82;    7.65;    0.69;    1.76;  13.2;  22.1;  -4.2; 103.50;   10;    41.9;   11.8;eor
       3379;19890301;19890331;   10;  4.40;   8.81;   13.60;    4.41;    1.92;  23.6;  21.1;  -0.4; 161.10;   10;    30.6;   11.2;eor
       3379;19890401;19890430;   10;  6.34;   8.42;   12.80;    4.78;    1.80;  23.7;  17.0;   0.7;  78.70;   10;   108.1;   19.9;eor
       3379;19890501;19890531;   10;  3.45;  14.88;   19.47;    9.41;    1.74;  25.4;  17.0;   2.5; 260.80;   10;    49.8;   12.4;eor
       3379;19890601;19890630;   10;  5.30;  15.72;   19.74;   11.11;    1.52;  27.2;  14.9;   6.5; 171.60;   10;    94.8;   21.9;eor
       3379;19890701;19890731;   10;  4.90;  19.05;   23.40;   14.73;    1.54;  29.6;  16.5;   9.6; 181.30;   10;   236.9;   75.3;eor
       3379;19890801;19890831;   10;  4.34;  18.38;   23.11;   13.96;-999;  32.9;  14.9;   5.9; 214.20;   10;    78.7;   14.2;eor
       3379;19890901;19890930;   10;  4.91;  14.54;   18.46;   10.80;    1.29;  26.9;  16.5;   6.5; 138.40;   10;    92.2;   19.8;eor
       3379;19891001;19891031;   10;  3.68;  10.75;   15.93;    6.54;    1.51;  25.4;  18.5;   1.6; 164.60;   10;    54.5;   13.5;eor
       3379;19891101;19891130;   10;  3.91;   2.50;    6.43;   -0.26;    1.52;  17.8;  11.3; -10.3; 112.10;   10;    61.0;   17.1;eor
       3379;19891201;19891231;   10;  5.38;   2.64;    6.12;   -0.20;    1.56;  21.7;  24.2;  -6.6;  79.50;   10;    47.4;   12.3;eor
       3379;19900101;19900131;   10;  4.06;   0.82;    5.75;   -3.05;    1.25;  14.6;  25.2; -11.3; 120.20;   10;    29.7;   14.2;eor
       3379;19900201;19900228;   10;  3.72;   6.32;   12.02;    1.74;    2.14;  21.4;  35.0;  -2.2; 130.70;   10;    99.0;   42.0;eor
       3379;19900301;19900331;   10;  4.50;   8.45;   13.11;    4.05;    2.02;  23.7;  35.0;  -1.7; 165.40;   10;    54.0;   18.9;eor
       3379;19900401;19900430;   10;  5.72;   7.50;   11.55;    3.93;    1.89;  20.1;  16.5;   0.4; 131.80;   10;    87.7;   13.1;eor
       3379;19900501;19900531;   10;  3.84;  15.71;   20.51;   10.61;    1.32;  24.2;  14.4;   5.4; 270.80;   10;    79.3;   17.7;eor
       3379;19900601;19900630;   10;  5.07;  16.06;   20.42;   11.88;    1.51;  29.7;  20.1;   6.9; 159.90;   10;   175.5;   22.9;eor
       3379;19900701;19900731;   10;  3.57;  18.76;   23.84;   13.60;    1.49;  31.6;  15.5;   9.2; 261.80;   10;    77.5;   29.8;eor
       3379;19900801;19900831;   10;  3.25;  20.05;   25.79;   14.58;    1.44;  32.0;  18.0;  10.7; 283.50;   10;    83.3;   28.8;eor
       3379;19900901;19900930;   10;  5.00;  13.15;   17.34;    9.39;    1.59;  23.3;  23.1;   6.1; 137.60;   10;   125.3;   33.6;eor
       3379;19901001;19901031;   10;  4.36;  11.31;   16.13;    7.41;    1.35;  24.7;  27.9;  -0.2; 163.00;   10;    89.4;   15.0;eor
       3379;19901101;19901130;   10;  6.30;   4.52;    7.61;    2.15;    1.81;  14.2;  23.6;  -2.7;  57.70;   10;    73.9;    9.2;eor
       3379;19901201;19901231;   10;  6.40;   0.06;    2.51;   -2.48;    1.70;  13.7;  18.0; -10.8;  46.40;   10;    47.7;   10.7;eor
       3379;19910101;19910131;   10;  4.98;   1.34;    4.51;   -1.35;    1.82;  16.8;  16.9;  -8.5;  90.20;    9;    51.5;   12.1;eor
       3379;19910201;19910228;   10;  4.16;  -1.54;    2.59;   -5.49;    1.39;  16.0;  17.4; -15.2; 125.70;    9;    16.6;    5.7;eor
       3379;19910301;19910331;   10;  5.73;   7.26;   11.63;    3.41;    1.58;  22.7;  15.9;  -1.7;  84.50;    9;    49.9;   13.7;eor
       3379;19910401;19910430;   10;  4.77;   8.11;   12.61;    3.83;    1.55;  18.8;  13.3;  -0.9; 164.30;    9;    36.5;   10.0;eor
       3379;19910501;19910531;   10;  5.08;  10.13;   14.11;    6.15;    1.59;  23.1;  14.9;   2.3; 166.20;    9;   154.6;   66.9;eor
       3379;19910601;19910630;   10;  5.29;  15.32;   20.26;   11.09;    1.78;  28.6;  17.4;   5.1; 171.20;    9;   163.9;   36.4;eor
       3379;19910701;19910731;   10;  4.14;  20.41;   25.09;   15.59;    1.73;  32.7;  21.0;  11.1; 256.00;    9;   142.1;   48.4;eor
       3379;19910801;19910831;   10;  3.35;  19.53;   24.23;   14.86;    1.40;  32.7;  16.9;   8.3; 244.80;    9;    79.7;   52.7;eor
