STATIONS_ID;MESS_DATUM;  QN;PP_10;TT_10;TM5_10;RF_10;TD_10;eor
       3379;201810040000;    3;  966.3;   9.2;   8.6;  92.9;   8.1;eor
       3379;201810040010;    3;  966.4;   9.0;   8.2;  92.7;   7.9;eor
       3379;201810040020;    3;  966.3;   8.9;   8.3;  93.0;   7.8;eor
       3379;201810040030;    3;  966.3;   8.9;   8.2;  93.7;   7.9;eor
       3379;201810040040;    3;  966.3;   8.9;   7.9;  93.7;   7.9;eor
       3379;201810040050;    3;  966.2;   8.9;   7.4;  93.8;   8.0;eor
       3379;201810040100;    3;  966.2;   8.5;   7.1;  93.6;   7.5;eor
       3379;201810040110;    3;  966.2;   8.1;   6.7;  94.2;   7.2;eor
       3379;201810040120;    3;  966.1;   8.0;   6.5;  94.5;   7.2;eor
       3379;201810040130;    3;  966.0;   7.5;   5.7;  95.2;   6.8;eor
       3379;201810040140;    3;  965.9;   7.3;   6.1;  95.0;   6.6;eor
       3379;201810040150;    3;  966.1;   7.9;   5.9;  95.9;   7.3;eor
       3379;201810040200;    3;  966.1;   7.9;   5.7;  95.6;   7.2;eor
       3379;201810040210;    3;  966.1;   7.5;   5.7;  96.4;   7.0;eor
       3379;201810040220;    3;  966.2;   7.3;   5.5;  96.0;   6.7;eor
       3379;201810040230;    3;  966.2;   7.0;   5.7;  95.4;   6.3;eor
       3379;201810040240;    3;  966.2;   6.8;   5.3;  96.2;   6.2;eor
       3379;201810040250;    3;  966.1;   6.7;   4.9;  96.0;   6.1;eor
       3379;201810040300;    3;  966.0;   6.6;   4.8;  95.6;   6.0;eor
       3379;201810040310;    3;  966.0;   6.4;   5.0;  95.1;   5.7;eor
       3379;201810040320;    3;  966.0;   6.2;   4.9;  96.1;   5.6;eor
       3379;201810040330;    3;  965.9;   6.2;   4.9;  96.3;   5.7;eor
       3379;201810040340;    3;  965.9;   6.1;   4.7;  95.3;   5.4;eor
       3379;201810040350;    3;  965.8;   6.1;   4.4;  97.2;   5.7;eor
       3379;201810040400;    3;  965.8;   6.1;   4.4;  97.1;   5.7;eor
       3379;201810040410;    3;  965.8;   6.3;   4.4;  96.6;   5.8;eor
       3379;201810040420;    3;  965.7;   6.1;   4.3;  95.4;   5.4;eor
       3379;201810040430;    3;  965.7;   6.0;   4.6;  95.1;   5.3;eor
       3379;201810040440;    3;  965.7;   6.1;   4.1;  96.0;   5.5;eor
       3379;201810040450;    3;  965.8;   6.0;   4.4;  95.6;   5.4;eor
       3379;201810040500;    3;  965.8;   5.8;   4.3;  95.4;   5.1;eor
       3379;201810040510;    3;  965.8;   5.9;   4.1;  95.9;   5.3;eor
       3379;201810040520;    3;  965.9;   5.9;   4.4;  94.9;   5.2;eor
       3379;201810040530;    3;  966.0;   6.0;   4.1;  95.2;   5.3;eor
       3379;201810040540;    3;  966.0;   5.9;   4.6;  94.8;   5.1;eor
       3379;201810040550;    3;  966.0;   6.1;   4.8;  95.0;   5.4;eor
       3379;201810040600;    3;  966.0;   6.3;   5.1;  94.8;   5.5;eor
       3379;201810040610;    3;  966.0;   6.7;   4.7;  95.6;   6.1;eor
       3379;201810040620;    3;  966.0;   7.2;   5.6;  95.4;   6.5;eor
       3379;201810040630;    3;  966.0;   7.5;   6.0;  95.2;   6.8;eor
       3379;201810040640;    3;  966.1;   8.0;   6.1;  95.6;   7.3;eor
       3379;201810040650;    3;  966.2;   8.6;   6.6;  95.3;   7.9;eor
       3379;201810040700;    3;  966.2;   8.9;   7.0;  94.6;   8.1;eor
       3379;201810040710;    3;  966.2;   9.2;   7.3;  93.9;   8.3;eor
       3379;201810040720;    3;  966.2;   9.8;   7.9;  91.2;   8.4;eor
       3379;201810040730;    3;  966.3;  10.1;   8.3;  89.3;   8.4;eor
       3379;201810040740;    3;  966.3;  10.4;   8.7;  88.2;   8.5;eor
       3379;201810040750;    3;  966.4;  10.9;   9.2;  85.9;   8.6;eor
       3379;201810040800;    3;  966.4;  11.4;   9.2;  82.3;   8.5;eor
       3379;201810040810;    3;  966.4;  11.4;   9.6;  80.7;   8.2;eor
       3379;201810040820;    3;  966.4;  12.1;  11.6;  80.2;   8.8;eor
       3379;201810040830;    3;  966.5;  12.4;  13.0;  78.7;   8.8;eor
       3379;201810040840;    3;  966.4;  12.9;  13.0;  72.3;   8.0;eor
       3379;201810040850;    3;  966.4;  13.3;  16.4;  71.4;   8.2;eor
       3379;201810040900;    3;  966.4;  12.3;  16.9;  74.2;   7.8;eor
       3379;201810040910;    3;  966.4;  13.1;  19.0;  69.8;   7.7;eor
       3379;201810040920;    3;  966.4;  12.8;  14.9;  70.9;   7.7;eor
       3379;201810040930;    3;  966.3;  13.1;  13.9;  72.0;   8.2;eor
       3379;201810040940;    3;  966.3;  13.2;  14.6;  71.9;   8.2;eor
       3379;201810040950;    3;  966.3;  13.0;  13.4;  71.4;   8.0;eor
       3379;201810041000;    3;  966.2;  13.8;  19.2;  68.6;   8.1;eor
       3379;201810041010;    3;  966.1;  13.9;  15.8;  68.1;   8.1;eor
       3379;201810041020;    3;  966.0;  13.7;  15.1;  68.5;   8.0;eor
       3379;201810041030;    3;  966.0;  14.3;  18.0;  67.9;   8.5;eor
       3379;201810041040;    3;  966.0;  14.1;  18.7;  65.0;   7.6;eor
       3379;201810041050;    3;  965.9;  14.5;  20.3;  64.9;   8.0;eor
       3379;201810041100;    3;  965.9;  14.5;  19.6;  63.3;   7.6;eor
       3379;201810041110;    3;  965.8;  14.5;  18.6;  65.1;   8.0;eor
       3379;201810041120;    3;  965.6;  15.0;  20.2;  63.3;   8.1;eor
       3379;201810041130;    3;  965.5;  15.1;  17.7;  61.9;   7.9;eor
       3379;201810041140;    3;  965.4;  15.5;  20.4;  60.0;   7.8;eor
       3379;201810041150;    3;  965.2;  15.4;  21.3;  59.5;   7.6;eor
       3379;201810041200;    3;  965.1;  15.8;  19.9;  58.8;   7.8;eor
       3379;201810041210;    3;  965.0;  15.5;  21.6;  58.5;   7.4;eor
       3379;201810041220;    3;  964.9;  16.4;  21.6;  58.1;   8.1;eor
       3379;201810041230;    3;  964.9;  16.2;  22.4;  56.8;   7.6;eor
       3379;201810041240;    3;  964.8;  15.9;  20.9;  57.5;   7.5;eor
       3379;201810041250;    3;  964.8;  16.7;  21.7;  55.8;   7.8;eor
       3379;201810041300;    3;  964.8;  16.8;  20.7;  54.7;   7.6;eor
       3379;201810041310;    3;  964.7;  16.7;  21.7;  56.2;   7.9;eor
       3379;201810041320;    3;  964.6;  17.1;  21.3;  53.7;   7.6;eor
       3379;201810041330;    3;  964.5;  16.9;  21.5;  54.5;   7.7;eor
       3379;201810041340;    3;  964.4;  17.0;  22.3;  55.5;   8.0;eor
       3379;201810041350;    3;  964.4;  16.8;  21.5;  56.1;   8.0;eor
       3379;201810041400;    3;  964.4;  16.3;  19.7;  54.9;   7.2;eor
       3379;201810041410;    3;  964.3;  16.7;  21.0;  55.5;   7.8;eor
       3379;201810041420;    3;  964.3;  16.8;  21.4;  56.3;   8.1;eor
       3379;201810041430;    3;  964.2;  16.6;  21.5;  55.4;   7.6;eor
       3379;201810041440;    3;  964.1;  16.4;  18.5;  55.9;   7.6;eor
       3379;201810041450;    3;  964.0;  16.6;  16.3;  56.0;   7.8;eor
       3379;201810041500;    3;  964.0;  16.3;  15.5;  55.5;   7.4;eor
       3379;201810041510;    3;  963.9;  16.0;  15.0;  55.4;   7.1;eor
       3379;201810041520;    3;  963.9;  15.9;  14.5;  53.9;   6.6;eor
       3379;201810041530;    3;  963.8;  15.7;  14.4;  53.3;   6.2;eor
       3379;201810041540;    3;  963.8;  15.5;  13.9;  55.3;   6.6;eor
       3379;201810041550;    3;  963.8;  15.3;  13.5;  54.2;   6.1;eor
       3379;201810041600;    3;  963.8;  15.0;  12.9;  56.0;   6.3;eor
       3379;201810041610;    3;  963.7;  14.8;  12.7;  57.6;   6.5;eor
       3379;201810041620;    3;  963.7;  14.6;  12.2;  58.5;   6.6;eor
       3379;201810041630;    3;  963.7;  14.3;  12.3;  59.5;   6.5;eor
       3379;201810041640;    3;  963.7;  14.0;  11.6;  61.4;   6.7;eor
       3379;201810041650;    3;  963.7;  13.8;  11.2;  62.8;   6.8;eor
       3379;201810041700;    3;  963.7;  13.2;  11.0;  65.8;   6.9;eor
       3379;201810041710;    3;  963.7;  13.1;  10.6;  67.0;   7.1;eor
       3379;201810041720;    3;  963.7;  12.5;  10.3;  69.3;   7.0;eor
       3379;201810041730;    3;  963.6;  12.2;   9.9;  71.2;   7.1;eor
       3379;201810041740;    3;  963.6;  11.8;   9.8;  73.3;   7.2;eor
       3379;201810041750;    3;  963.6;  11.5;   9.5;  74.8;   7.2;eor
       3379;201810041800;    3;  963.6;  11.3;   9.2;  75.9;   7.2;eor
       3379;201810041810;    3;  963.6;  11.2;   9.1;  76.4;   7.2;eor
       3379;201810041820;    3;  963.6;  11.3;   8.5;  76.7;   7.4;eor
       3379;201810041830;    3;  963.6;  11.2;   8.7;  77.1;   7.3;eor
       3379;201810041840;    3;  963.6;  10.9;   8.3;  77.9;   7.2;eor
       3379;201810041850;    3;  963.6;  10.7;   8.1;  78.9;   7.2;eor
       3379;201810041900;    3;  963.7;  10.7;   7.8;  79.9;   7.4;eor
       3379;201810041910;    3;  963.6;  10.6;   8.1;  79.2;   7.2;eor
       3379;201810041920;    3;  963.6;  10.5;   8.0;  79.3;   7.1;eor
       3379;201810041930;    3;  963.6;  10.3;   7.4;  80.5;   7.1;eor
       3379;201810041940;    3;  963.6;  10.4;   7.6;  79.7;   7.0;eor
       3379;201810041950;    3;  963.6;  10.0;   7.7;  81.0;   6.9;eor
       3379;201810042000;    3;  963.5;   9.7;   7.4;  82.3;   6.8;eor
       3379;201810042010;    3;  963.5;   9.5;   7.3;  83.5;   6.8;eor
       3379;201810042020;    3;  963.4;   9.3;   7.2;  84.4;   6.8;eor
       3379;201810042030;    3;  963.4;   9.1;   7.0;  85.0;   6.7;eor
       3379;201810042040;    3;  963.4;   8.9;   6.9;  86.0;   6.7;eor
       3379;201810042050;    3;  963.3;   8.8;   6.5;  86.4;   6.7;eor
       3379;201810042100;    3;  963.3;   8.4;   6.3;  88.0;   6.5;eor
       3379;201810042110;    3;  963.2;   8.2;   6.1;  89.6;   6.6;eor
       3379;201810042120;    3;  963.2;   8.1;   5.8;  89.5;   6.5;eor
       3379;201810042130;    3;  963.2;   7.9;   5.9;  89.9;   6.3;eor
       3379;201810042140;    3;  963.2;   7.7;   6.0;  89.9;   6.2;eor
       3379;201810042150;    3;  963.1;   7.5;   5.9;  90.8;   6.1;eor
       3379;201810042200;    3;  963.1;   7.4;   5.7;  91.0;   6.0;eor
       3379;201810042210;    3;  963.1;   7.2;   5.6;  91.9;   6.0;eor
       3379;201810042220;    3;  963.0;   7.1;   5.2;  92.1;   5.9;eor
       3379;201810042230;    3;  962.9;   7.0;   5.3;  92.5;   5.9;eor
       3379;201810042240;    3;  962.9;   6.9;   5.2;  93.3;   5.9;eor
       3379;201810042250;    3;  962.8;   6.9;   5.2;  92.2;   5.7;eor
       3379;201810042300;    3;  962.8;   6.8;   5.3;  92.1;   5.6;eor
       3379;201810042310;    3;  962.8;   6.6;   5.2;  92.7;   5.5;eor
       3379;201810042320;    3;  962.9;   6.5;   4.9;  93.2;   5.5;eor
       3379;201810042330;    3;  962.8;   6.4;   5.1;  92.9;   5.3;eor
       3379;201810042340;    3;  962.8;   6.3;   4.9;  94.0;   5.4;eor
       3379;201810042350;    3;  962.8;   6.3;   4.3;  94.9;   5.5;eor
       3379;201810050000;    3;  962.8;   6.1;   4.7;  93.5;   5.1;eor
       3379;201810050010;    3;  962.8;   6.0;   4.7;  94.4;   5.2;eor
       3379;201810050020;    3;  962.7;   6.0;   4.3;  94.6;   5.2;eor
       3379;201810050030;    3;  962.9;   6.1;   4.4;  95.1;   5.4;eor
       3379;201810050040;    3;  962.7;   5.9;   4.5;  94.0;   5.0;eor
       3379;201810050050;    3;  962.7;   5.7;   4.4;  94.7;   4.9;eor
       3379;201810050100;    3;  962.7;   5.7;   4.4;  94.3;   4.9;eor
       3379;201810050110;    3;  962.6;   5.7;   4.2;  94.8;   4.9;eor
       3379;201810050120;    3;  962.5;   5.7;   4.3;  94.6;   4.9;eor
       3379;201810050130;    3;  962.4;   6.0;   3.8;  95.1;   5.3;eor
       3379;201810050140;    3;  962.4;   6.1;   4.2;  94.1;   5.2;eor
       3379;201810050150;    3;  962.4;   5.7;   4.1;  93.9;   4.8;eor
       3379;201810050200;    3;  962.4;   5.5;   3.9;  94.7;   4.7;eor
       3379;201810050210;    3;  962.4;   5.6;   3.6;  96.3;   5.1;eor
       3379;201810050220;    3;  962.3;   5.5;   3.9;  94.8;   4.7;eor
       3379;201810050230;    3;  962.3;   5.5;   3.6;  95.9;   4.9;eor
       3379;201810050240;    3;  962.1;   5.4;   4.1;  94.3;   4.6;eor
       3379;201810050250;    3;  962.0;   5.3;   4.0;  94.9;   4.6;eor
       3379;201810050300;    3;  962.0;   5.2;   3.9;  94.3;   4.4;eor
       3379;201810050310;    3;  962.0;   5.0;   3.4;  96.2;   4.5;eor
       3379;201810050320;    3;  961.9;   5.4;   3.2;  96.4;   4.9;eor
       3379;201810050330;    3;  961.8;   5.4;   3.9;  94.9;   4.7;eor
       3379;201810050340;    3;  961.8;   5.2;   3.6;  94.8;   4.4;eor
       3379;201810050350;    3;  961.7;   5.2;   3.7;  94.7;   4.4;eor
       3379;201810050400;    3;  961.6;   5.1;   3.9;  94.1;   4.2;eor
       3379;201810050410;    3;  961.7;   5.0;   3.8;  94.1;   4.1;eor
       3379;201810050420;    3;  961.6;   5.0;   3.5;  94.7;   4.2;eor
       3379;201810050430;    3;  961.5;   5.0;   3.7;  94.5;   4.2;eor
       3379;201810050440;    3;  961.5;   5.0;   3.6;  94.3;   4.2;eor
       3379;201810050450;    3;  961.4;   4.9;   3.6;  94.7;   4.1;eor
       3379;201810050500;    3;  961.4;   4.9;   3.4;  95.2;   4.2;eor
       3379;201810050510;    3;  961.4;   5.1;   3.5;  94.9;   4.4;eor
       3379;201810050520;    3;  961.6;   5.2;   3.8;  93.8;   4.3;eor
       3379;201810050530;    3;  961.5;   4.9;   3.7;  94.3;   4.1;eor
       3379;201810050540;    3;  961.5;   5.0;   3.8;  94.3;   4.2;eor
       3379;201810050550;    3;  961.6;   5.2;   3.8;  94.7;   4.4;eor
       3379;201810050600;    3;  961.7;   5.3;   4.1;  93.9;   4.4;eor
       3379;201810050610;    3;  961.8;   5.7;   3.9;  94.7;   4.9;eor
       3379;201810050620;    3;  961.7;   6.1;   4.5;  94.7;   5.3;eor
       3379;201810050630;    3;  961.8;   6.7;   5.1;  93.6;   5.7;eor
       3379;201810050640;    3;  961.9;   6.8;   5.4;  92.3;   5.6;eor
       3379;201810050650;    3;  962.0;   6.9;   5.5;  91.2;   5.6;eor
       3379;201810050700;    3;  962.0;   7.4;   5.7;  89.4;   5.8;eor
       3379;201810050710;    3;  961.9;   7.7;   6.1;  88.1;   5.9;eor
       3379;201810050720;    3;  961.9;   8.0;   6.2;  88.7;   6.3;eor
       3379;201810050730;    3;  961.9;   8.3;   6.4;  86.8;   6.2;eor
       3379;201810050740;    3;  961.9;   8.9;   6.9;  85.7;   6.6;eor
       3379;201810050750;    3;  961.9;   9.6;   7.4;  82.7;   6.8;eor
       3379;201810050800;    3;  961.9;  10.6;   7.8;  80.3;   7.4;eor
       3379;201810050810;    3;  962.0;  11.4;   8.2;  74.9;   7.1;eor
       3379;201810050820;    3;  961.9;  13.1;  10.0;  67.8;   7.3;eor
       3379;201810050830;    3;  961.9;  13.4;  12.9;  68.2;   7.7;eor
       3379;201810050840;    3;  961.8;  14.3;  14.3;  63.2;   7.4;eor
       3379;201810050850;    3;  961.6;  14.0;  18.5;  65.1;   7.6;eor
       3379;201810050900;    3;  961.6;  15.0;  17.7;  59.8;   7.3;eor
       3379;201810050910;    3;  961.5;  15.5;  18.6;  58.3;   7.4;eor
       3379;201810050920;    3;  961.3;  15.5;  19.7;  58.4;   7.4;eor
       3379;201810050930;    3;  961.2;  16.3;  19.9;  56.3;   7.6;eor
       3379;201810050940;    3;  961.0;  15.8;  20.9;  56.9;   7.3;eor
       3379;201810050950;    3;  960.8;  16.2;  22.6;  57.5;   7.8;eor
       3379;201810051000;    3;  960.8;  16.6;  23.1;  56.4;   7.9;eor
       3379;201810051010;    3;  960.7;  16.4;  22.8;  59.5;   8.5;eor
       3379;201810051020;    3;  960.6;  16.9;  21.7;  59.1;   8.9;eor
       3379;201810051030;    3;  960.6;  17.4;  22.6;  56.5;   8.7;eor
       3379;201810051040;    3;  960.6;  16.8;  23.0;  56.5;   8.1;eor
       3379;201810051050;    3;  960.5;  18.2;  22.6;  55.3;   9.1;eor
       3379;201810051100;    3;  960.4;  18.1;  22.2;  53.0;   8.4;eor
       3379;201810051110;    3;  960.4;  18.2;  22.7;  53.8;   8.7;eor
       3379;201810051120;    3;  960.2;  18.4;  22.6;  53.3;   8.7;eor
       3379;201810051130;    3;  960.0;  19.4;  23.5;  53.8;   9.8;eor
       3379;201810051140;    3;  959.9;  19.1;  23.7;  53.9;   9.6;eor
       3379;201810051150;    3;  959.7;  19.2;  24.2;  53.1;   9.4;eor
       3379;201810051200;    3;  959.5;  19.1;  25.3;  54.3;   9.7;eor
       3379;201810051210;    3;  959.3;  19.8;  25.3;  52.6;   9.8;eor
       3379;201810051220;    3;  959.2;  19.4;  23.5;  52.4;   9.4;eor
       3379;201810051230;    3;  959.2;  19.5;  24.1;  52.7;   9.6;eor
       3379;201810051240;    3;  959.1;  19.2;  23.3;  53.3;   9.5;eor
       3379;201810051250;    3;  958.9;  19.3;  25.5;  54.5;   9.9;eor
       3379;201810051300;    3;  958.9;  19.8;  25.9;  53.1;  10.0;eor
       3379;201810051310;    3;  958.8;  19.9;  26.5;  52.4;   9.9;eor
       3379;201810051320;    3;  958.7;  20.1;  26.5;  51.5;   9.8;eor
       3379;201810051330;    3;  958.5;  20.2;  24.7;  50.1;   9.5;eor
       3379;201810051340;    3;  958.4;  20.1;  25.8;  52.2;  10.0;eor
       3379;201810051350;    3;  958.3;  20.5;  25.7;  52.4;  10.4;eor
       3379;201810051400;    3;  958.2;  20.2;  25.3;  53.1;  10.3;eor
       3379;201810051410;    3;  958.1;  20.4;  25.6;  50.9;   9.9;eor
       3379;201810051420;    3;  958.1;  20.6;  24.1;  50.4;   9.9;eor
       3379;201810051430;    3;  958.0;  20.3;  24.3;  51.2;   9.9;eor
       3379;201810051440;    3;  958.0;  20.1;  22.0;  50.7;   9.6;eor
       3379;201810051450;    3;  957.9;  20.0;  19.8;  52.7;  10.0;eor
       3379;201810051500;    3;  957.8;  19.8;  18.8;  55.9;  10.7;eor
       3379;201810051510;    3;  957.7;  19.5;  18.2;  57.0;  10.8;eor
       3379;201810051520;    3;  957.6;  19.4;  17.8;  56.8;  10.6;eor
       3379;201810051530;    3;  957.6;  19.3;  17.6;  58.1;  10.9;eor
       3379;201810051540;    3;  957.5;  19.1;  17.1;  58.9;  10.9;eor
       3379;201810051550;    3;  957.4;  18.8;  16.7;  61.0;  11.1;eor
       3379;201810051600;    3;  957.3;  18.4;  16.2;  63.6;  11.4;eor
       3379;201810051610;    3;  957.2;  18.1;  15.7;  65.3;  11.5;eor
       3379;201810051620;    3;  957.3;  17.7;  15.1;  66.5;  11.4;eor
       3379;201810051630;    3;  957.3;  17.4;  14.9;  68.2;  11.5;eor
       3379;201810051640;    3;  957.2;  16.8;  14.5;  70.2;  11.3;eor
       3379;201810051650;    3;  957.0;  15.9;  13.8;  74.5;  11.4;eor
       3379;201810051700;    3;  957.1;  15.2;  12.7;  77.4;  11.3;eor
       3379;201810051710;    3;  957.2;  15.0;  12.5;  78.6;  11.3;eor
       3379;201810051720;    3;  957.2;  14.4;  12.3;  81.0;  11.2;eor
       3379;201810051730;    3;  957.0;  14.0;  11.8;  82.5;  11.1;eor
       3379;201810051740;    3;  956.9;  13.7;  11.4;  84.3;  11.1;eor
       3379;201810051750;    3;  956.9;  13.5;  10.9;  85.1;  11.0;eor
       3379;201810051800;    3;  956.9;  13.3;  10.9;  85.5;  10.9;eor
       3379;201810051810;    3;  956.9;  13.3;  10.3;  86.6;  11.1;eor
       3379;201810051820;    3;  956.9;  12.9;  10.8;  87.4;  10.9;eor
       3379;201810051830;    3;  956.9;  12.8;   9.9;  88.9;  11.0;eor
       3379;201810051840;    3;  956.8;  12.4;  10.5;  88.6;  10.6;eor
       3379;201810051850;    3;  956.8;  12.1;  10.2;  89.4;  10.4;eor
       3379;201810051900;    3;  956.7;  12.0;   9.7;  90.3;  10.5;eor
       3379;201810051910;    3;  956.6;  11.9;   9.9;  90.0;  10.3;eor
       3379;201810051920;    3;  956.6;  11.8;   9.5;  90.8;  10.4;eor
       3379;201810051930;    3;  956.7;  11.7;   9.5;  90.0;  10.1;eor
       3379;201810051940;    3;  956.7;  11.4;   9.4;  91.0;  10.0;eor
       3379;201810051950;    3;  956.7;  11.2;   9.3;  91.7;   9.9;eor
       3379;201810052000;    3;  956.8;  11.1;   9.4;  91.5;   9.8;eor
       3379;201810052010;    3;  956.7;  10.9;   9.1;  92.4;   9.7;eor
       3379;201810052020;    3;  956.6;  10.7;   9.2;  92.8;   9.6;eor
       3379;201810052030;    3;  956.6;  10.7;   9.0;  92.5;   9.5;eor
       3379;201810052040;    3;  956.6;  10.6;   8.8;  92.7;   9.5;eor
       3379;201810052050;    3;  956.6;  10.4;   8.6;  93.0;   9.3;eor
       3379;201810052100;    3;  956.5;  10.2;   8.7;  93.5;   9.2;eor
       3379;201810052110;    3;  956.4;  10.1;   8.6;  93.7;   9.1;eor
       3379;201810052120;    3;  956.5;  10.2;   7.9;  94.4;   9.3;eor
       3379;201810052130;    3;  956.5;  10.4;   7.7;  94.5;   9.6;eor
       3379;201810052140;    3;  956.5;  10.4;   7.9;  94.4;   9.5;eor
       3379;201810052150;    3;  956.4;  10.1;   8.0;  94.3;   9.2;eor
       3379;201810052200;    3;  956.4;  10.1;   8.0;  93.7;   9.1;eor
       3379;201810052210;    3;  956.3;   9.9;   8.0;  93.6;   8.9;eor
       3379;201810052220;    3;  956.3;   9.6;   8.1;  93.5;   8.6;eor
       3379;201810052230;    3;  956.1;   9.5;   7.8;  94.9;   8.7;eor
       3379;201810052240;    3;  955.9;   9.4;   8.1;  95.0;   8.6;eor
       3379;201810052250;    3;  955.9;   9.3;   8.0;  94.8;   8.5;eor
       3379;201810052300;    3;  955.9;   9.2;   7.6;  96.0;   8.6;eor
       3379;201810052310;    3;  956.0;   9.5;   7.2;  96.5;   9.0;eor
       3379;201810052320;    3;  956.1;  10.0;   8.1;  95.3;   9.3;eor
       3379;201810052330;    3;  956.2;  10.5;   8.3;  93.9;   9.6;eor
       3379;201810052340;    3;  956.1;  10.0;   8.3;  93.3;   9.0;eor
       3379;201810052350;    3;  956.2;  10.0;   7.3;  95.0;   9.2;eor
       3379;201810060000;    3;  956.1;   9.6;   8.0;  94.6;   8.8;eor
       3379;201810060010;    3;  956.0;   9.2;   7.7;  94.6;   8.4;eor
       3379;201810060020;    3;  955.8;   9.0;   7.7;  95.4;   8.3;eor
       3379;201810060030;    3;  955.7;   8.9;   7.2;  96.0;   8.3;eor
       3379;201810060040;    3;  955.6;   8.9;   7.5;  95.2;   8.2;eor
       3379;201810060050;    3;  955.6;   8.7;   6.9;  96.1;   8.1;eor
       3379;201810060100;    3;  955.7;   8.8;   7.4;  96.1;   8.2;eor
       3379;201810060110;    3;  955.6;   8.6;   7.4;  95.2;   7.9;eor
       3379;201810060120;    3;  955.6;   8.5;   7.3;  95.2;   7.8;eor
       3379;201810060130;    3;  955.5;   8.5;   7.3;  94.9;   7.7;eor
       3379;201810060140;    3;  955.2;   8.3;   7.2;  95.6;   7.6;eor
       3379;201810060150;    3;  955.3;   8.4;   6.8;  96.4;   7.9;eor
       3379;201810060200;    3;  955.3;   8.4;   7.3;  95.7;   7.8;eor
       3379;201810060210;    3;  955.3;   8.4;   7.5;  95.9;   7.8;eor
       3379;201810060220;    3;  955.2;   8.4;   7.4;  97.3;   8.0;eor
       3379;201810060230;    3;  955.2;   8.8;   7.5;  96.9;   8.3;eor
       3379;201810060240;    3;  955.1;   8.8;   7.4;  96.2;   8.2;eor
       3379;201810060250;    3;  955.1;   8.7;   7.3;  96.3;   8.1;eor
       3379;201810060300;    3;  955.1;   8.8;   7.4;  95.5;   8.1;eor
       3379;201810060310;    3;  954.9;   8.5;   7.6;  96.1;   7.9;eor
       3379;201810060320;    3;  954.9;   8.6;   7.5;  96.0;   8.0;eor
       3379;201810060330;    3;  954.9;   8.7;   7.3;  96.4;   8.2;eor
       3379;201810060340;    3;  954.9;   8.7;   7.4;  95.8;   8.1;eor
       3379;201810060350;    3;  954.8;   8.7;   7.5;  95.4;   8.0;eor
       3379;201810060400;    3;  954.7;   8.7;   7.2;  96.4;   8.2;eor
       3379;201810060410;    3;  954.8;   8.6;   7.4;  95.9;   8.0;eor
       3379;201810060420;    3;  954.8;   8.8;   7.4;  97.3;   8.4;eor
       3379;201810060430;    3;  954.8;   9.0;   7.7;  96.0;   8.4;eor
       3379;201810060440;    3;  954.8;   8.9;   7.6;  96.1;   8.3;eor
       3379;201810060450;    3;  954.8;   8.8;   7.6;  95.6;   8.1;eor
       3379;201810060500;    3;  954.8;   8.8;   8.0;  96.2;   8.2;eor
       3379;201810060510;    3;  954.8;   9.1;   8.0;  97.1;   8.7;eor
       3379;201810060520;    3;  954.9;   9.3;   8.4;  95.5;   8.6;eor
       3379;201810060530;    3;  954.8;   9.3;   8.4;  95.7;   8.7;eor
       3379;201810060540;    3;  954.8;   9.4;   8.5;  95.2;   8.7;eor
       3379;201810060550;    3;  954.8;   9.5;   8.6;  95.1;   8.8;eor
       3379;201810060600;    3;  954.7;   9.6;   8.6;  95.2;   8.9;eor
       3379;201810060610;    3;  954.7;   9.7;   8.6;  95.3;   9.0;eor
       3379;201810060620;    3;  954.7;   9.8;   8.8;  95.3;   9.1;eor
       3379;201810060630;    3;  954.8;  10.2;   9.0;  95.4;   9.5;eor
       3379;201810060640;    3;  954.7;  10.4;   9.3;  94.2;   9.5;eor
       3379;201810060650;    3;  954.8;  10.8;   9.8;  93.7;   9.8;eor
       3379;201810060700;    3;  954.8;  12.1;  10.7;  88.8;  10.3;eor
       3379;201810060710;    3;  954.8;  13.0;  11.1;  83.6;  10.3;eor
       3379;201810060720;    3;  954.9;  13.5;  10.8;  79.2;  10.0;eor
       3379;201810060730;    3;  954.9;  13.4;  11.1;  81.6;  10.3;eor
       3379;201810060740;    3;  954.9;  14.1;  11.9;  77.7;  10.3;eor
       3379;201810060750;    3;  954.8;  14.7;  12.9;  74.8;  10.3;eor
       3379;201810060800;    3;  954.8;  16.3;  12.6;  66.8;  10.1;eor
       3379;201810060810;    3;  954.8;  17.3;  13.1;  58.9;   9.2;eor
       3379;201810060820;    3;  954.8;  17.8;  15.0;  59.4;   9.8;eor
       3379;201810060830;    3;  954.8;  17.8;  16.9;  54.9;   8.6;eor
       3379;201810060840;    3;  954.8;  18.0;  18.6;  55.7;   9.0;eor
       3379;201810060850;    3;  954.8;  17.9;  18.1;  58.3;   9.6;eor
       3379;201810060900;    3;  954.7;  18.3;  19.6;  57.9;   9.9;eor
       3379;201810060910;    3;  954.7;  18.9;  21.3;  53.5;   9.3;eor
       3379;201810060920;    3;  954.6;  18.4;  20.9;  55.0;   9.2;eor
       3379;201810060930;    3;  954.5;  19.1;  21.4;  56.1;  10.1;eor
       3379;201810060940;    3;  954.4;  18.8;  21.3;  55.0;   9.6;eor
       3379;201810060950;    3;  954.3;  19.3;  21.0;  54.3;   9.8;eor
